tsaEligible,damagedStateAbbreviation,residenceType,grossIncome,repairAmount,destroyed,waterLevel
0,TX,Other,,,0,0.0
1,PR,House/Duplex,43578.0,,0,0.0
1,FL,Condo,40000.0,,0,0.0
0,TX,Mobile Home,,,0,
1,FL,House/Duplex,3000.0,,0,0.0
0,TX,Apartment,18942.0,,0,
0,FL,House/Duplex,92044.0,,0,0.0
1,FL,Condo,28000.0,,0,
0,FL,House/Duplex,34000.0,,0,0.0
0,FL,Mobile Home,32000.0,,0,
0,FL,Apartment,,,0,
0,FL,House/Duplex,19000.0,,0,
1,FL,House/Duplex,,,0,0.0
1,PR,House/Duplex,10928.0,,0,0.0
0,TX,Other,38000.0,,0,
0,FL,House/Duplex,,,0,0.0
1,FL,Apartment,100000.0,,0,
1,TX,Apartment,0.0,,0,0.0
0,FL,House/Duplex,,,0,0.0
1,FL,Apartment,,,0,
1,FL,Mobile Home,19000.0,,0,0.0
0,FL,House/Duplex,,,0,0.0
0,TX,Apartment,9000.0,,0,
0,LA,Mobile Home,48000.0,,0,
0,FL,House/Duplex,25000.0,,0,0.0
0,FL,House/Duplex,32000.0,,0,
0,FL,House/Duplex,32500.0,,0,0.0
1,FL,Townhouse,33319.0,,0,
0,FL,House/Duplex,86000.0,,0,
1,PR,Townhouse,61000.0,,0,
0,TX,House/Duplex,0.0,,0,
1,PR,House/Duplex,20800.0,254.95,0,0.0
1,PR,Condo,70000.0,,0,
0,FL,House/Duplex,63000.0,,0,
0,FL,Apartment,,,0,0.0
0,TX,House/Duplex,45000.0,,0,0.0
0,FL,House/Duplex,12000.0,,0,
1,TX,House/Duplex,90000.0,,0,2.0
1,PR,Apartment,30000.0,,0,0.0
1,FL,Apartment,8232.0,,0,
1,FL,House/Duplex,15000.0,,0,0.0
0,FL,Apartment,18240.0,,0,
0,TX,Mobile Home,130000.0,6597.3,0,44.0
0,FL,House/Duplex,18000.0,,0,0.0
1,PR,House/Duplex,19200.0,,0,0.0
1,PR,Apartment,8196.0,,0,0.0
1,FL,Condo,,,0,0.0
0,TX,Apartment,66638.0,,0,
1,PR,House/Duplex,5460.0,1362.03,0,0.0
1,PR,House/Duplex,,,0,
0,FL,House/Duplex,,,0,
1,PR,House/Duplex,6500.0,4913.64,0,0.0
0,FL,Apartment,30000.0,,0,
0,FL,Apartment,20000.0,,0,0.0
1,FL,House/Duplex,40000.0,,0,0.0
0,NC,House/Duplex,42000.0,18532.61,0,59.0
0,FL,Apartment,33000.0,,0,0.0
0,FL,House/Duplex,37000.0,,0,0.0
0,TX,Apartment,35000.0,,0,
0,LA,House/Duplex,0.0,,0,0.0
0,FL,House/Duplex,95000.0,,0,
0,FL,House/Duplex,13000.0,,0,
0,FL,House/Duplex,,,0,
1,PR,House/Duplex,10000.0,,0,0.0
1,PR,House/Duplex,,,0,
0,LA,House/Duplex,150000.0,,0,0.0
0,LA,House/Duplex,19760.0,,0,0.0
0,FL,Apartment,24000.0,,0,
0,FL,Apartment,46880.0,,0,0.0
0,TX,House/Duplex,90000.0,,0,
0,TX,Townhouse,21600.0,,0,
0,FL,Apartment,60000.0,,0,0.0
0,PR,House/Duplex,20400.0,,0,0.0
0,TX,House/Duplex,14400.0,,0,0.0
1,FL,Apartment,32363.0,,0,
1,PR,House/Duplex,16200.0,1216.53,0,0.0
0,TX,House/Duplex,62000.0,,0,
1,FL,House/Duplex,,,0,0.0
0,LA,House/Duplex,,,0,
1,FL,House/Duplex,20000.0,,0,0.0
0,FL,House/Duplex,,,0,
0,FL,Mobile Home,38000.0,,0,
0,NC,Apartment,12000.0,,0,0.0
0,FL,Mobile Home,,,0,0.0
0,PR,Other,18000.0,,0,
0,LA,Mobile Home,20000.0,,0,0.0
0,LA,Condo,,,0,0.0
0,FL,House/Duplex,,,0,
1,TX,House/Duplex,22000.0,,0,26.0
1,TX,House/Duplex,45000.0,26301.5,0,24.0
0,LA,Apartment,60000.0,,0,0.0
0,NC,Mobile Home,14000.0,,0,0.0
0,TX,House/Duplex,28800.0,,0,0.0
0,NC,House/Duplex,0.0,909.6,0,14.0
0,LA,Apartment,20000.0,,0,0.0
0,FL,House/Duplex,,,0,
1,TX,House/Duplex,,,0,
0,FL,House/Duplex,26000.0,,0,
1,PR,House/Duplex,15600.0,,0,0.0
0,FL,Apartment,48000.0,,0,
1,LA,House/Duplex,40000.0,,0,
0,FL,Apartment,,,0,0.0
0,FL,Mobile Home,14400.0,,0,0.0
0,PR,Apartment,,,0,0.0
1,FL,Apartment,35000.0,,0,0.0
0,TX,House/Duplex,,,0,
0,TX,Apartment,26000.0,,0,
0,FL,House/Duplex,135000.0,,0,
0,FL,House/Duplex,27000.0,,0,0.0
1,PR,Other,17000.0,,0,
1,PR,House/Duplex,6000.0,,0,0.0
1,TX,Mobile Home,20000.0,,0,79.0
0,FL,House/Duplex,193400.0,,0,0.0
0,FL,Apartment,9012.0,,0,0.0
0,TX,House/Duplex,99000.0,,0,
0,FL,House/Duplex,,,0,
0,TX,Apartment,6000.0,,0,
1,PR,House/Duplex,63000.0,,0,
1,FL,Mobile Home,40000.0,,0,0.0
1,PR,House/Duplex,,,0,0.0
0,FL,House/Duplex,3000.0,,0,0.0
1,TX,House/Duplex,,,0,0.0
0,FL,Apartment,14000.0,,0,3.0
1,FL,Apartment,30000.0,,0,
1,TX,Apartment,30000.0,,0,0.0
0,FL,House/Duplex,54000.0,,0,
1,FL,House/Duplex,153000.0,,0,0.0
0,FL,Mobile Home,70000.0,,0,
1,FL,Apartment,20000.0,,0,
1,LA,House/Duplex,110000.0,,0,
0,FL,House/Duplex,23868.0,,0,
1,TX,Mobile Home,20000.0,,0,0.0
0,FL,House/Duplex,24000.0,,0,0.0
0,FL,Apartment,26000.0,,0,
1,FL,House/Duplex,40000.0,,0,
1,PR,House/Duplex,,,0,0.0
1,FL,House/Duplex,88764.0,,0,
1,FL,House/Duplex,,,0,0.0
1,PR,House/Duplex,,,0,
0,TX,Apartment,9000.0,,0,
1,FL,House/Duplex,20000.0,499.5,0,0.0
0,FL,House/Duplex,9144.0,,0,0.0
0,LA,House/Duplex,70000.0,,0,
0,FL,House/Duplex,8820.0,,0,0.0
1,FL,House/Duplex,48000.0,,0,
0,FL,House/Duplex,34794.0,,0,1.0
0,LA,Other,10248.0,1500.0,0,0.0
0,FL,House/Duplex,420000.0,,0,
0,FL,Mobile Home,34000.0,,0,
1,TX,Apartment,,,0,
1,FL,House/Duplex,,,0,
0,TX,House/Duplex,44000.0,,0,
0,FL,House/Duplex,,,0,
0,LA,Mobile Home,64000.0,,0,
0,FL,House/Duplex,16200.0,,0,
0,LA,Assisted Living Facility,10000.0,,0,0.0
0,LA,House/Duplex,65000.0,,0,
1,TX,House/Duplex,0.0,578.24,0,0.0
1,PR,Apartment,9874.0,,0,0.0
0,FL,House/Duplex,20000.0,,0,0.0
1,TX,Mobile Home,14220.0,,0,74.0
1,FL,House/Duplex,35698.0,,0,0.0
1,FL,House/Duplex,8800.0,,0,
1,PR,Townhouse,39000.0,,0,0.0
0,FL,House/Duplex,,,0,
0,LA,House/Duplex,2059.0,8771.06,0,0.0
0,LA,Mobile Home,19000.0,,0,0.0
0,LA,House/Duplex,,,0,
0,LA,Mobile Home,13932.0,5492.64,0,0.0
1,FL,Apartment,35000.0,,0,0.0
1,FL,House/Duplex,55379.0,,0,
1,PR,Townhouse,25197.0,,0,0.0
0,LA,House/Duplex,45000.0,,0,
1,TX,House/Duplex,24144.0,,0,0.0
0,LA,House/Duplex,80000.0,,0,
1,LA,House/Duplex,40000.0,,0,0.0
0,TX,House/Duplex,2500.0,,0,
0,LA,House/Duplex,1400.0,,0,
0,LA,House/Duplex,80000.0,,0,0.0
0,FL,House/Duplex,40000.0,,0,
1,TX,Apartment,36000.0,,0,0.0
1,FL,House/Duplex,21000.0,,0,0.0
1,TX,House/Duplex,28600.0,,0,0.0
0,FL,Mobile Home,45000.0,,0,
0,LA,Other,64000.0,,0,
0,FL,House/Duplex,25687.0,,0,0.0
1,FL,Condo,7000.0,,0,
0,TX,House/Duplex,,,0,0.0
0,TX,House/Duplex,16056.0,1042.4,0,0.0
0,FL,House/Duplex,11000.0,,0,0.0
1,TX,House/Duplex,,,0,0.0
0,FL,House/Duplex,75000.0,,0,
0,TX,House/Duplex,24000.0,,0,0.0
0,LA,Apartment,15281.0,,0,2.0
1,PR,Apartment,36000.0,,0,0.0
0,FL,House/Duplex,,,0,
1,TX,Apartment,122000.0,,0,37.0
0,TX,House/Duplex,17280.0,,0,6.0
0,TX,House/Duplex,2615000.0,,0,0.0
1,PR,House/Duplex,8600.0,,0,0.0
0,TX,Apartment,58000.0,,0,0.0
1,FL,Apartment,,,0,
1,TX,House/Duplex,,,0,0.0
1,PR,House/Duplex,13200.0,,0,
1,FL,Apartment,,,0,
0,TX,House/Duplex,31000.0,,0,
0,FL,House/Duplex,43464.0,,0,0.0
1,TX,House/Duplex,,,0,
0,LA,House/Duplex,24648.0,4444.1,0,0.0
0,FL,House/Duplex,28000.0,,0,
0,LA,Mobile Home,10000.0,,0,0.0
0,FL,Townhouse,38000.0,,0,0.0
0,FL,House/Duplex,38208.0,,0,0.0
0,PR,House/Duplex,0.0,,0,
1,FL,House/Duplex,35000.0,,0,
1,PR,Apartment,60061.0,,0,0.0
0,FL,House/Duplex,,,0,
0,FL,House/Duplex,20000.0,,0,0.0
1,PR,House/Duplex,16000.0,,0,0.0
0,TX,House/Duplex,,,0,
0,LA,House/Duplex,8232.0,,0,0.0
0,FL,House/Duplex,12750.0,,0,
1,FL,House/Duplex,30000.0,,0,
0,LA,Mobile Home,28800.0,14598.22,0,0.0
0,FL,Apartment,,,0,0.0
0,FL,House/Duplex,13612.0,,0,2.0
0,LA,House/Duplex,30000.0,,0,
0,FL,House/Duplex,36000.0,,0,
1,FL,House/Duplex,32000.0,,0,
0,FL,Apartment,1500.0,,0,0.0
0,TX,House/Duplex,,3523.02,0,0.0
0,TX,Other,13000.0,,0,
0,FL,Apartment,,,0,
0,FL,House/Duplex,23000.0,,0,0.0
0,LA,House/Duplex,20384.0,,0,0.0
0,FL,House/Duplex,75000.0,,0,
0,FL,Mobile Home,35000.0,,0,0.0
0,TX,Apartment,60000.0,,0,0.0
1,FL,House/Duplex,56983.0,,0,
1,PR,Townhouse,58000.0,,0,
0,TX,House/Duplex,,,0,
1,LA,Mobile Home,20000.0,13098.22,0,0.0
0,LA,Mobile Home,62000.0,,0,
0,PR,Apartment,8640.0,,0,0.0
0,PR,Townhouse,,,0,
1,PR,Apartment,1500.0,,0,0.0
0,FL,Mobile Home,70720.0,,0,
0,LA,House/Duplex,41300.0,,0,0.0
1,PR,House/Duplex,,,0,0.0
0,TX,House/Duplex,,,0,
1,PR,House/Duplex,3240.0,,0,0.0
1,FL,Other,,,0,
0,TX,Townhouse,,,0,
0,FL,House/Duplex,76000.0,,0,
0,NC,Mobile Home,33384.0,,0,0.0
1,FL,House/Duplex,30000.0,,0,
1,FL,Townhouse,45000.0,,0,
0,FL,House/Duplex,,,0,
0,LA,House/Duplex,,,0,0.0
0,FL,House/Duplex,56000.0,,0,
0,TX,House/Duplex,60000.0,,0,
0,FL,Apartment,25536.0,,0,0.0
0,FL,Apartment,27040.0,,0,0.0
1,FL,House/Duplex,18000.0,,0,0.0
0,FL,House/Duplex,35000.0,,0,
0,TX,House/Duplex,46600.0,,0,0.0
0,TX,House/Duplex,41000.0,,0,
0,LA,House/Duplex,100000.0,,0,
1,PR,House/Duplex,12000.0,,0,
1,PR,Townhouse,25000.0,,0,
1,PR,Condo,1344.0,,0,0.0
0,FL,House/Duplex,,,0,
0,FL,House/Duplex,40000.0,,0,
0,TX,House/Duplex,25000.0,,0,
1,PR,House/Duplex,16800.0,3446.11,0,0.0
1,PR,Apartment,6828.0,,0,0.0
0,FL,Apartment,,,0,
0,LA,House/Duplex,65000.0,,0,0.0
1,FL,Apartment,40000.0,,0,
0,FL,House/Duplex,30000.0,,0,
0,FL,Apartment,,,0,
1,FL,Apartment,,,0,
0,LA,House/Duplex,2000.0,,0,
0,FL,Townhouse,,,0,
0,FL,Other,12500.0,,0,0.0
1,PR,Apartment,6000.0,,0,
0,FL,House/Duplex,,,0,0.0
0,FL,House/Duplex,200000.0,,0,74.0
0,FL,House/Duplex,24000.0,,0,0.0
1,PR,House/Duplex,46200.0,24141.48,0,0.0
1,PR,House/Duplex,16800.0,1688.11,0,0.0
0,FL,Other,,,0,
0,TX,Apartment,,,0,
0,LA,Apartment,,,0,
0,FL,Apartment,27560.0,,0,
0,TX,Apartment,10452.0,,0,
1,PR,Other,6000.0,,0,0.0
1,TX,House/Duplex,170000.0,28405.18,0,60.0
1,FL,Apartment,30000.0,,0,3.0
1,LA,House/Duplex,110000.0,,0,
0,LA,Apartment,18000.0,,0,0.0
1,PR,House/Duplex,30000.0,,0,0.0
1,LA,House/Duplex,,4444.1,0,0.0
1,PR,House/Duplex,39600.0,1293.8,0,0.0
0,TX,Mobile Home,,,0,0.0
1,LA,House/Duplex,30000.0,,0,0.0
0,LA,House/Duplex,9000.0,,0,
1,FL,House/Duplex,3768.0,,0,
0,LA,House/Duplex,44000.0,,0,
0,FL,Apartment,33000.0,,0,0.0
1,PR,House/Duplex,14004.0,2677.1,0,0.0
0,TX,House/Duplex,28800.0,,0,0.0
1,LA,Other,24336.0,,0,0.0
0,PR,Condo,40000.0,,0,0.0
0,FL,House/Duplex,,,0,
1,PR,House/Duplex,40000.0,,0,0.0
1,PR,House/Duplex,14400.0,,0,
0,FL,House/Duplex,4940.0,,0,0.0
1,TX,Apartment,24000.0,,0,
1,TX,Mobile Home,,,0,25.0
0,TX,Apartment,,,0,
0,TX,Apartment,10000.0,,0,21.0
1,FL,House/Duplex,41435.0,,0,
0,FL,House/Duplex,2000.0,,0,
1,FL,House/Duplex,,,0,
1,PR,Apartment,2196.0,,0,
0,FL,Condo,20000.0,,0,0.0
0,FL,Apartment,20000.0,,0,
1,FL,Apartment,22000.0,,0,
0,LA,Apartment,,,0,0.0
1,PR,House/Duplex,22000.0,,0,0.0
0,FL,House/Duplex,5100.0,,0,
0,FL,House/Duplex,100000.0,,0,
0,FL,Mobile Home,12064.0,,0,0.0
0,FL,Apartment,29920.0,,0,
0,TX,House/Duplex,,,0,0.0
0,FL,House/Duplex,15000000.0,,0,
1,FL,Mobile Home,63000.0,,0,
0,TX,House/Duplex,140000.0,,0,
0,FL,House/Duplex,39600.0,,0,0.0
0,FL,House/Duplex,15000.0,,0,
0,LA,House/Duplex,,,0,
0,FL,House/Duplex,28000.0,,0,0.0
0,FL,House/Duplex,,,0,0.0
0,FL,House/Duplex,28452.0,,0,0.0
1,PR,Apartment,1440.0,,0,0.0
0,TX,Apartment,19000.0,,0,0.0
1,FL,Mobile Home,12000.0,,0,
1,LA,House/Duplex,120000.0,,0,0.0
1,PR,Apartment,,,0,0.0
1,PR,Condo,65000.0,,0,
1,PR,Apartment,32000.0,,0,
0,TX,House/Duplex,200000.0,,0,
1,FL,House/Duplex,26600.0,,0,
0,LA,House/Duplex,150000.0,,0,
0,TX,Apartment,10000.0,,0,0.0
1,PR,Apartment,12936.0,,0,0.0
1,PR,Other,33351.0,,0,
0,FL,Mobile Home,38000.0,,0,0.0
1,FL,House/Duplex,52000.0,,0,0.0
0,LA,House/Duplex,50000.0,,0,
1,PR,Apartment,11628.0,,0,
1,FL,Mobile Home,20000.0,,0,0.0
1,PR,House/Duplex,24000.0,,0,0.0
0,FL,House/Duplex,23000.0,,0,0.0
0,FL,Apartment,25000.0,,0,0.0
1,PR,Other,27600.0,,0,
1,FL,Condo,60000.0,,0,
0,LA,Apartment,15000.0,,0,
1,PR,Apartment,1370.0,,0,0.0
1,PR,House/Duplex,12000.0,,0,0.0
1,TX,Apartment,62300.0,,0,0.0
1,FL,House/Duplex,12000.0,,0,0.0
0,TX,House/Duplex,31000.0,,0,0.0
0,TX,Travel Trailer,400.0,1306.17,0,4.0
1,PR,House/Duplex,33000.0,,0,
0,FL,House/Duplex,,,0,0.0
1,PR,Apartment,2000.0,,0,0.0
0,FL,Apartment,102612.0,,0,
0,TX,House/Duplex,2476.0,,0,
0,FL,Townhouse,75000.0,,0,
0,FL,House/Duplex,36000.0,,0,
0,LA,House/Duplex,62000.0,,0,
0,PR,House/Duplex,1344.0,624.46,0,0.0
1,PR,House/Duplex,,,0,
1,PR,House/Duplex,1428.0,,0,0.0
0,LA,House/Duplex,90000.0,,0,
1,PR,Townhouse,16044.0,,0,0.0
0,FL,Condo,,,0,
0,LA,House/Duplex,38000.0,,0,
0,FL,Other,30000.0,,0,
1,FL,Apartment,35000.0,,0,1.0
0,FL,Apartment,12000.0,,0,
0,LA,Mobile Home,15000.0,,0,
1,FL,Townhouse,44000.0,,0,
0,LA,Apartment,30000.0,,0,
0,FL,House/Duplex,25476.0,,0,
0,FL,House/Duplex,92000.0,,0,0.0
0,FL,House/Duplex,20000.0,,0,
0,TX,House/Duplex,39000.0,,0,0.0
1,PR,House/Duplex,13000.0,,0,0.0
0,FL,House/Duplex,50000.0,,0,
0,FL,Apartment,6000.0,,0,0.0
1,PR,House/Duplex,,,0,
0,FL,House/Duplex,5000.0,,0,
1,FL,House/Duplex,33000.0,,0,
0,TX,House/Duplex,,,0,
1,FL,House/Duplex,144607.0,,0,
0,FL,Townhouse,58560.0,,0,
1,LA,House/Duplex,,,0,0.0
1,PR,House/Duplex,1334.0,4783.3,0,2.0
0,FL,House/Duplex,75500.0,,0,
0,LA,Mobile Home,50000.0,,0,0.0
0,NC,House/Duplex,25000.0,,0,0.0
0,FL,House/Duplex,0.0,,0,
0,FL,House/Duplex,,,0,
0,FL,House/Duplex,,,0,0.0
1,FL,Mobile Home,65000.0,1000.0,0,0.0
1,TX,House/Duplex,200000.0,249.0,0,2.0
0,FL,Other,8760.0,,0,0.0
1,PR,Townhouse,7200.0,,0,
0,FL,House/Duplex,,,0,
0,FL,Apartment,24000.0,,0,
0,LA,House/Duplex,,,0,0.0
0,NC,Apartment,13656.0,,0,0.0
1,FL,House/Duplex,,,0,
1,FL,House/Duplex,,,0,0.0
1,PR,Townhouse,0.0,,0,
1,PR,House/Duplex,28000.0,33300.0,0,0.0
0,FL,House/Duplex,220000.0,,0,45.0
0,LA,House/Duplex,49000.0,,0,0.0
0,LA,House/Duplex,15660.0,3234.32,0,0.0
0,FL,House/Duplex,86760.0,11000.0,0,3.0
0,TX,House/Duplex,75000.0,,0,0.0
0,PR,House/Duplex,10800.0,,0,
0,FL,Townhouse,72000.0,,0,
0,FL,House/Duplex,6000.0,,0,
0,FL,House/Duplex,105000.0,,0,
0,FL,Condo,79200.0,,0,
0,LA,Mobile Home,,,0,
0,LA,Mobile Home,21600.0,,0,0.0
1,PR,House/Duplex,,,0,0.0
0,TX,House/Duplex,61000.0,,0,
1,LA,House/Duplex,,,0,
1,TX,House/Duplex,115000.0,33300.0,0,46.0
1,TX,Mobile Home,29000.0,,0,9.0
0,TX,House/Duplex,80000.0,,0,1.0
0,FL,Apartment,40000.0,,0,
1,FL,House/Duplex,27000.0,,0,
0,TX,House/Duplex,2941665.0,,0,0.0
1,FL,Apartment,55000.0,,0,0.0
0,LA,Apartment,5000.0,,0,
0,LA,House/Duplex,50000.0,,0,
1,PR,House/Duplex,7776.0,,0,0.0
0,FL,House/Duplex,10000.0,,0,0.0
0,NC,House/Duplex,62400.0,,0,0.0
0,TX,Mobile Home,49200.0,,0,10.0
0,TX,House/Duplex,1500.0,,0,8.0
1,PR,House/Duplex,14040.0,,0,0.0
1,PR,House/Duplex,6876.0,3843.01,0,0.0
0,TX,House/Duplex,,,0,
1,FL,House/Duplex,14400.0,,0,0.0
0,LA,Apartment,,,0,
0,FL,Mobile Home,31200.0,,0,
0,FL,House/Duplex,27000.0,,0,
0,TX,Apartment,15600.0,,0,
1,FL,House/Duplex,,,0,
0,FL,House/Duplex,5300.0,,0,0.0
1,FL,House/Duplex,36000.0,,0,0.0
0,FL,House/Duplex,16000.0,,0,0.0
0,FL,House/Duplex,19000.0,,0,
1,PR,Townhouse,8000.0,,0,
1,PR,House/Duplex,,,0,0.0
1,PR,Apartment,2772.0,,0,0.0
0,FL,House/Duplex,11230.0,,0,0.0
0,TX,House/Duplex,65000.0,,0,0.0
0,FL,Apartment,15360.0,,0,
1,TX,House/Duplex,1500.0,,0,0.0
1,PR,Townhouse,80000.0,,0,
0,LA,House/Duplex,60000.0,,0,
0,NC,House/Duplex,12516.0,,0,0.0
0,FL,Mobile Home,72000.0,,0,0.0
1,PR,House/Duplex,29520.0,,0,
1,FL,House/Duplex,22650.0,,0,
0,FL,Apartment,,,0,
1,PR,House/Duplex,8820.0,,0,
1,FL,Other,95000.0,,0,
1,FL,Condo,55000.0,,0,
0,TX,House/Duplex,3500.0,,0,0.0
1,PR,House/Duplex,7800.0,,0,0.0
0,FL,House/Duplex,14160.0,,0,0.0
1,PR,House/Duplex,,,0,
0,TX,House/Duplex,21120.0,,0,
1,TX,Apartment,20000.0,,0,0.0
0,TX,House/Duplex,3300.0,,0,
0,TX,House/Duplex,48000.0,,0,
0,TX,House/Duplex,250000.0,,0,
1,FL,Apartment,24000.0,,0,
0,FL,Apartment,0.0,,0,0.0
1,PR,House/Duplex,40000.0,,0,12.0
0,LA,House/Duplex,6360.0,,0,0.0
0,TX,Apartment,27600.0,,0,0.0
0,FL,House/Duplex,110000.0,,0,
0,TX,Townhouse,155000.0,,0,
1,PR,House/Duplex,13920.0,,0,0.0
0,FL,House/Duplex,,,0,
1,FL,Mobile Home,47000.0,,0,
0,FL,House/Duplex,60000.0,,0,0.0
0,FL,House/Duplex,,,0,
0,TX,House/Duplex,19560.0,,0,0.0
1,PR,Apartment,11200.0,,0,0.0
0,LA,House/Duplex,89000.0,,0,
1,TX,House/Duplex,2500.0,,0,0.0
1,PR,House/Duplex,10000.0,,0,0.0
0,FL,Apartment,12000.0,,0,
0,LA,House/Duplex,30000.0,,0,
0,FL,Mobile Home,1500.0,,0,0.0
0,LA,Military Housing,38000.0,,0,0.0
1,PR,House/Duplex,6000.0,,0,0.0
0,LA,Apartment,1500.0,,0,
0,LA,House/Duplex,94000.0,,0,
1,FL,House/Duplex,,,0,0.0
0,LA,House/Duplex,60000.0,,0,
1,FL,House/Duplex,40937.0,,0,
0,FL,Apartment,50000.0,,0,
0,TX,Assisted Living Facility,60000.0,,0,
0,FL,House/Duplex,18000.0,,0,2.0
0,LA,House/Duplex,25000.0,,0,
0,LA,House/Duplex,,158.42,0,0.0
0,LA,House/Duplex,0.0,8816.97,0,6.0
1,PR,House/Duplex,514224.0,,0,
0,PR,House/Duplex,13872.0,,0,
0,LA,House/Duplex,19000.0,,0,
1,TX,House/Duplex,26500.0,,0,1.0
0,LA,Apartment,14000.0,,0,
0,LA,Mobile Home,25000.0,,0,0.0
0,TX,House/Duplex,,6285.56,0,5.0
1,PR,House/Duplex,75068.0,,0,
0,FL,House/Duplex,14000.0,,0,0.0
0,LA,House/Duplex,145677.0,,0,
1,PR,Townhouse,125000.0,,0,
1,FL,House/Duplex,18200.0,,0,
0,FL,House/Duplex,72000.0,,0,
0,LA,House/Duplex,101800.0,,0,
0,TX,Other,36000.0,,0,
0,LA,Mobile Home,,,0,0.0
0,TX,House/Duplex,,,0,
0,FL,House/Duplex,,,0,
0,LA,House/Duplex,55000.0,,0,
1,PR,Other,6156.0,,0,
0,FL,House/Duplex,3300000.0,,0,
0,TX,House/Duplex,200000.0,,0,5.0
0,FL,House/Duplex,68000.0,,0,0.0
0,FL,House/Duplex,,,0,0.0
0,TX,Apartment,1256.0,,0,0.0
0,FL,House/Duplex,19500.0,,0,0.0
0,TX,Apartment,20000.0,,0,0.0
0,TX,House/Duplex,6400.0,,0,0.0
0,TX,Apartment,30000.0,,0,0.0
0,NC,Other,75000.0,,0,
0,TX,House/Duplex,8184.0,,0,
0,FL,Mobile Home,25000.0,,0,0.0
1,FL,Apartment,350000.0,,0,0.0
1,FL,House/Duplex,24000.0,,0,
1,FL,Apartment,48000.0,,0,
0,TX,Apartment,,,0,0.0
1,FL,House/Duplex,,,0,
1,FL,House/Duplex,15000.0,,0,0.0
0,LA,House/Duplex,70000.0,,0,0.0
0,LA,Mobile Home,,,0,0.0
1,TX,House/Duplex,120000.0,,0,0.0
0,FL,House/Duplex,18960.0,,0,0.0
0,FL,House/Duplex,24960.0,,0,3.0
0,TX,House/Duplex,,,0,
0,LA,Apartment,,,0,0.0
0,FL,Apartment,28000.0,,0,
0,LA,House/Duplex,17000.0,,0,
0,LA,House/Duplex,18000.0,,0,0.0
1,PR,House/Duplex,2000.0,,0,
1,FL,House/Duplex,,,0,
1,FL,Condo,54200.0,,0,0.0
0,LA,Apartment,,,0,1.0
0,FL,Apartment,,,0,0.0
0,TX,House/Duplex,70000.0,,0,
1,PR,House/Duplex,11280.0,,0,0.0
0,FL,Apartment,,,0,
0,LA,House/Duplex,44832.0,,0,0.0
0,FL,Other,,,0,0.0
0,FL,House/Duplex,28457.0,,0,
0,LA,House/Duplex,50000.0,,0,
0,FL,Mobile Home,22000.0,,0,0.0
0,TX,Townhouse,72000.0,,0,0.0
1,FL,House/Duplex,,,0,0.0
0,NC,House/Duplex,35000.0,,0,0.0
0,LA,House/Duplex,145000.0,,0,
0,LA,House/Duplex,64000.0,,0,
1,FL,House/Duplex,69724.0,,0,
0,FL,House/Duplex,,,0,
1,PR,House/Duplex,,,0,0.0
0,FL,Condo,7644.0,,0,
0,LA,House/Duplex,39308.0,,0,
0,FL,House/Duplex,65000.0,,0,
1,PR,Townhouse,18720.0,,0,0.0
0,PR,Townhouse,31000.0,,0,
0,NC,Condo,48480.0,,0,0.0
0,FL,House/Duplex,,,0,1.0
1,FL,Other,,,0,
0,LA,House/Duplex,,,0,0.0
0,TX,House/Duplex,53000.0,,0,
0,TX,House/Duplex,73000.0,,0,
0,FL,Townhouse,36000.0,,0,0.0
1,TX,House/Duplex,20000.0,,0,0.0
0,FL,Townhouse,34800.0,,0,
1,FL,Assisted Living Facility,30000.0,,0,0.0
0,TX,Apartment,95000.0,,0,
0,LA,Apartment,1500.0,,0,
1,PR,Apartment,3120.0,,0,
0,FL,House/Duplex,63973.0,,0,
0,TX,Other,,,0,
1,FL,Mobile Home,31000.0,,0,0.0
0,LA,House/Duplex,140918.0,,0,
1,PR,House/Duplex,9756.0,,0,0.0
0,TX,House/Duplex,45000.0,,0,
1,TX,House/Duplex,157113.0,,0,
1,FL,House/Duplex,70000.0,,0,
0,FL,Apartment,7932.0,,0,0.0
0,LA,House/Duplex,,,0,
1,PR,House/Duplex,24000.0,2761.99,0,0.0
1,PR,House/Duplex,21700.0,,0,0.0
0,FL,House/Duplex,7000.0,,0,0.0
0,FL,House/Duplex,18000.0,,0,
0,LA,Mobile Home,75000.0,,0,0.0
1,FL,House/Duplex,28000.0,,0,
1,PR,House/Duplex,7308.0,,0,0.0
1,LA,House/Duplex,80000.0,,0,0.0
0,LA,House/Duplex,13000.0,,0,
1,PR,House/Duplex,3000.0,,0,0.0
1,FL,House/Duplex,,,0,
1,FL,House/Duplex,0.0,,0,
1,FL,Apartment,29000.0,,0,
0,FL,House/Duplex,42000.0,,0,5.0
0,TX,Apartment,14523.0,,0,
0,TX,House/Duplex,120000.0,,0,
0,PR,House/Duplex,58000.0,1115.33,0,0.0
1,FL,Mobile Home,24000.0,,0,0.0
0,FL,Mobile Home,12000.0,,0,0.0
1,FL,Apartment,28600.0,,0,0.0
1,PR,Apartment,9475.0,,0,
0,LA,House/Duplex,65000.0,,0,
1,PR,House/Duplex,24000.0,2112.0,0,0.0
0,FL,House/Duplex,,,0,0.0
0,TX,House/Duplex,75000.0,,0,
0,FL,Mobile Home,70000.0,,0,0.0
1,FL,Mobile Home,56000.0,,0,0.0
