tsaEligible,damagedStateAbbreviation,residenceType,grossIncome,repairAmount,destroyed,waterLevel
0,TX,Apartment,37440.0,,0,0.0
0,TX,Apartment,2500.0,,0,2.0
0,NC,House/Duplex,34000.0,,0,0.0
1,PR,House/Duplex,8628.0,24.59,0,0.0
0,TX,House/Duplex,37000.0,,0,
0,LA,House/Duplex,88656.0,,0,
0,TX,Other,39000.0,,0,
1,PR,House/Duplex,,,0,0.0
1,FL,House/Duplex,39000.0,,0,
0,FL,House/Duplex,54000.0,,0,
1,PR,House/Duplex,,,0,
0,FL,House/Duplex,90000.0,,0,
1,FL,House/Duplex,200000.0,,0,0.0
1,TX,House/Duplex,6000000.0,,0,
1,PR,House/Duplex,14400.0,,0,0.0
0,TX,Other,40000.0,,0,
0,FL,Apartment,39000.0,,0,
0,FL,House/Duplex,,,0,
1,FL,Apartment,22500.0,,0,
0,FL,House/Duplex,,,0,0.0
1,PR,Other,,,0,
1,FL,Other,,,0,
0,FL,House/Duplex,13452.0,,0,
0,FL,House/Duplex,18000.0,,0,
0,NC,House/Duplex,,,0,0.0
0,TX,Apartment,41600.0,,0,
1,FL,Other,10800.0,,0,0.0
0,FL,House/Duplex,25000.0,,0,
0,FL,Townhouse,30000.0,,0,
0,LA,House/Duplex,17000.0,,0,0.0
0,LA,Apartment,32000.0,,0,
1,PR,House/Duplex,7668.0,,0,0.0
0,FL,House/Duplex,55000.0,,0,
0,LA,House/Duplex,,,0,
0,FL,House/Duplex,33288.0,,0,
1,PR,Other,,,0,
0,TX,Apartment,35000.0,,0,
0,TX,House/Duplex,,,0,
1,PR,House/Duplex,,,0,
0,FL,House/Duplex,14050.0,,0,
0,LA,Apartment,,,0,36.0
1,FL,Apartment,26000.0,,0,
0,TX,House/Duplex,12000.0,,0,0.0
1,TX,House/Duplex,26000.0,,0,0.0
0,LA,House/Duplex,28000.0,,0,
0,FL,House/Duplex,16000.0,,0,0.0
1,PR,Townhouse,20400.0,,0,
0,LA,Mobile Home,,2980.97,0,0.0
0,TX,House/Duplex,20400.0,,0,
0,FL,Apartment,24000.0,,0,
1,PR,Apartment,4800.0,,0,0.0
0,TX,Apartment,19200.0,,0,0.0
1,PR,House/Duplex,46440.0,,0,0.0
1,FL,House/Duplex,32000.0,,0,
0,NC,House/Duplex,60000.0,,0,0.0
1,PR,House/Duplex,7296.0,,0,0.0
0,LA,Condo,,,0,0.0
0,FL,House/Duplex,60000.0,,0,
0,LA,House/Duplex,,,0,
0,TX,Mobile Home,12000.0,,0,
0,FL,Mobile Home,18831.0,,0,
1,FL,House/Duplex,,,0,
1,PR,House/Duplex,8964.0,,0,0.0
0,LA,Mobile Home,52800.0,,0,
0,LA,House/Duplex,37000.0,14739.42,0,0.0
0,LA,House/Duplex,71000.0,,0,0.0
0,FL,Townhouse,120000.0,,0,
0,FL,House/Duplex,15000.0,,0,0.0
1,FL,Apartment,11988.0,,0,
1,FL,House/Duplex,,,0,
0,FL,House/Duplex,28000.0,,0,
0,FL,House/Duplex,22000.0,,0,
0,FL,House/Duplex,8796.0,,0,0.0
1,LA,House/Duplex,37640.0,,0,0.0
0,FL,House/Duplex,57000.0,,0,
0,FL,Apartment,26400.0,,0,
1,FL,Townhouse,23000.0,,0,
1,PR,House/Duplex,15000.0,,0,0.0
0,FL,House/Duplex,,,0,
0,FL,Apartment,12779.0,,0,
0,LA,Apartment,15000.0,,0,
0,FL,Apartment,0.0,,0,0.0
0,TX,House/Duplex,36720.0,,0,
0,FL,Apartment,7800.0,,0,0.0
1,TX,House/Duplex,50000.0,,0,0.0
0,FL,House/Duplex,40000.0,,0,
0,FL,House/Duplex,83000.0,,0,0.0
0,FL,House/Duplex,30684.0,,0,0.0
0,TX,House/Duplex,,,0,
0,FL,Other,16800.0,,0,0.0
0,NC,Mobile Home,,,0,0.0
0,FL,House/Duplex,111739.0,,0,
1,LA,Apartment,12000.0,,0,0.0
0,NC,Mobile Home,14000.0,,0,0.0
1,TX,Mobile Home,0.0,,0,0.0
0,FL,House/Duplex,,,0,
1,TX,Apartment,,,0,0.0
0,TX,Other,40000.0,,0,
1,FL,Mobile Home,9120.0,,0,0.0
0,LA,House/Duplex,65000.0,,0,
0,LA,House/Duplex,110000.0,,0,
0,FL,Apartment,12336.0,,0,0.0
1,TX,House/Duplex,41812.0,,0,2.0
0,TX,House/Duplex,25000.0,,0,0.0
1,PR,Other,6816.0,,0,
0,TX,Apartment,23000.0,,0,
1,TX,House/Duplex,124000.0,,0,
0,TX,Apartment,46000.0,,0,
0,TX,House/Duplex,,,0,0.0
1,FL,House/Duplex,19200.0,,0,0.0
1,FL,Apartment,15000.0,,0,0.0
0,FL,House/Duplex,78000.0,,0,
0,FL,House/Duplex,,,0,0.0
1,PR,House/Duplex,2040.0,,0,0.0
0,TX,House/Duplex,26400.0,,0,
0,TX,Other,12000.0,,0,
0,FL,House/Duplex,,,0,0.0
1,TX,House/Duplex,43008.0,,0,0.0
1,FL,Townhouse,31418.0,,0,
0,TX,House/Duplex,,,0,
0,FL,House/Duplex,80000.0,,0,
0,FL,House/Duplex,81233.0,,0,0.0
1,PR,House/Duplex,11508.0,,0,
0,FL,House/Duplex,30000.0,,0,
0,LA,Mobile Home,20000.0,,0,0.0
0,FL,Other,25000.0,,0,
0,TX,House/Duplex,22216.0,,0,0.0
0,LA,House/Duplex,15000.0,1734.32,0,0.0
0,FL,Apartment,20000.0,,0,
0,FL,Apartment,25000.0,,0,
0,FL,Other,7680.0,,0,
1,PR,House/Duplex,40000.0,3114.36,0,0.0
1,FL,House/Duplex,50840.0,,0,
1,PR,House/Duplex,62000.0,,0,
0,FL,House/Duplex,24000.0,,0,
0,TX,House/Duplex,30000.0,,0,
1,TX,Townhouse,38000.0,287.78,0,11.0
1,FL,Mobile Home,29910.0,,0,
1,TX,Apartment,80000.0,,0,
0,FL,House/Duplex,,,0,
1,FL,Mobile Home,34000.0,,0,0.0
1,PR,Townhouse,1500.0,,0,
1,FL,Apartment,,,0,0.0
0,TX,Mobile Home,19296.0,,0,
0,FL,Other,,,0,0.0
0,LA,Apartment,26000.0,,0,
0,FL,Apartment,12000.0,,0,0.0
0,TX,House/Duplex,,,0,0.0
1,FL,Apartment,,,0,
0,TX,House/Duplex,115000.0,,0,8.0
1,FL,Apartment,22000.0,,0,
1,PR,House/Duplex,2160.0,2928.0,0,0.0
0,TX,House/Duplex,7000.0,,0,
0,TX,House/Duplex,40000.0,,0,0.0
1,TX,House/Duplex,130000.0,,0,
1,PR,House/Duplex,,,0,
0,FL,House/Duplex,40000.0,,0,
1,FL,Mobile Home,10000.0,,0,
1,PR,House/Duplex,10296.0,,0,0.0
1,LA,House/Duplex,,,0,0.0
1,TX,Apartment,55000.0,,0,
1,PR,House/Duplex,21840.0,,0,0.0
1,TX,House/Duplex,,,0,20.0
0,FL,House/Duplex,44067.0,,0,
0,TX,Mobile Home,,33300.0,0,6.0
0,TX,House/Duplex,19429.0,,0,0.0
0,FL,Apartment,9000.0,,0,
1,FL,Other,42000.0,,0,
0,FL,House/Duplex,,,0,
0,LA,Mobile Home,8496.0,,0,
0,LA,House/Duplex,27576.0,,0,
1,TX,Apartment,18200.0,,0,10.0
1,TX,House/Duplex,,,0,0.0
1,FL,House/Duplex,55000.0,,0,
1,PR,House/Duplex,100000.0,,0,0.0
1,FL,House/Duplex,200000.0,,0,
0,FL,House/Duplex,0.0,,0,0.0
1,PR,House/Duplex,,67.68,0,0.0
0,NC,Other,28000.0,,0,0.0
0,LA,Mobile Home,4800.0,,0,
0,TX,Apartment,,,0,
1,PR,House/Duplex,6240.0,,0,0.0
0,FL,House/Duplex,18200.0,,0,0.0
1,TX,Mobile Home,60000.0,,0,0.0
1,PR,House/Duplex,1608.0,,0,0.0
0,TX,Apartment,15912.0,,0,
1,FL,House/Duplex,,,0,
0,LA,House/Duplex,,,0,0.0
0,TX,House/Duplex,0.0,,0,
0,FL,House/Duplex,30000.0,,0,
1,PR,Apartment,1400.0,,0,
1,PR,Condo,,,0,0.0
1,LA,Apartment,12000.0,,0,0.0
1,FL,House/Duplex,6840.0,,0,
1,TX,House/Duplex,200000.0,,0,7.0
1,FL,House/Duplex,42375.0,,0,0.0
1,FL,Apartment,38000.0,,0,
0,FL,Apartment,18000.0,,0,
1,PR,House/Duplex,,,0,
1,TX,House/Duplex,27880.0,,0,22.0
0,LA,House/Duplex,31200.0,,0,3.0
0,FL,Other,,,0,
0,NC,House/Duplex,19656.0,,0,0.0
1,FL,House/Duplex,,,0,
0,LA,House/Duplex,,5944.1,0,0.0
1,PR,Apartment,60000.0,,0,0.0
0,TX,House/Duplex,,,0,0.0
1,FL,House/Duplex,54000.0,,0,48.0
1,FL,Apartment,22000.0,,0,0.0
0,FL,Apartment,81871.0,,0,0.0
0,TX,House/Duplex,120000.0,,0,
1,PR,Townhouse,,,0,
0,FL,House/Duplex,88000.0,,0,
0,FL,House/Duplex,50000.0,,0,
0,LA,House/Duplex,0.0,,0,
1,FL,House/Duplex,34500.0,,0,
1,LA,House/Duplex,3000.0,,0,0.0
1,FL,House/Duplex,40000.0,,0,0.0
0,FL,House/Duplex,89000.0,,0,
0,LA,Apartment,,,0,0.0
0,FL,Condo,51000.0,,0,
0,FL,Apartment,34848.0,,0,
0,FL,House/Duplex,15000.0,,0,
0,FL,Townhouse,65000.0,,0,
0,FL,Townhouse,12000.0,,0,0.0
0,LA,House/Duplex,64501.0,,0,0.0
1,TX,House/Duplex,125000.0,11797.86,0,6.0
1,TX,Mobile Home,25680.0,,0,27.0
0,TX,Apartment,,,0,0.0
0,LA,Mobile Home,22000.0,,0,0.0
0,TX,House/Duplex,20000.0,,0,0.0
0,LA,House/Duplex,26000.0,,0,
0,FL,Mobile Home,24000.0,1000.0,0,0.0
1,LA,House/Duplex,25000.0,,0,0.0
0,FL,House/Duplex,23000.0,,0,
1,FL,Apartment,18000.0,,0,
0,TX,House/Duplex,35000.0,,0,16.0
1,TX,House/Duplex,179000.0,7918.07,0,16.0
0,LA,House/Duplex,120115.0,,0,
0,TX,House/Duplex,,,0,0.0
0,FL,House/Duplex,29000.0,,0,0.0
1,PR,House/Duplex,,,0,
0,PR,House/Duplex,7188.0,,0,0.0
0,FL,House/Duplex,4800.0,,0,0.0
1,TX,House/Duplex,8796.0,,0,0.0
0,FL,House/Duplex,48720.0,,0,0.0
0,NC,House/Duplex,87275.0,,0,
0,FL,House/Duplex,72000.0,,0,
0,FL,House/Duplex,12000.0,,0,
0,LA,House/Duplex,55000.0,,0,0.0
0,LA,House/Duplex,38000.0,,0,
0,FL,House/Duplex,15000.0,,0,0.0
0,FL,House/Duplex,16655.0,,0,
0,FL,House/Duplex,,,0,
1,TX,Apartment,35000.0,,0,0.0
0,LA,House/Duplex,30000.0,,0,
1,PR,House/Duplex,24000.0,,0,
1,PR,House/Duplex,12276.0,,0,0.0
0,FL,House/Duplex,9120.0,,0,
1,FL,House/Duplex,100000.0,,0,0.0
0,FL,Apartment,,,0,
0,FL,House/Duplex,45000.0,,0,
1,PR,House/Duplex,13000.0,,0,0.0
0,TX,Mobile Home,26000.0,,0,0.0
0,TX,House/Duplex,50000.0,10236.16,0,3.0
1,PR,House/Duplex,10800.0,357.58,0,0.0
0,FL,Condo,24000.0,,0,0.0
0,LA,Apartment,6580.0,,0,0.0
0,FL,Mobile Home,,34103.26,0,0.0
0,LA,House/Duplex,,,0,0.0
1,FL,Condo,53172.0,,0,
0,LA,House/Duplex,34000.0,4444.1,0,0.0
1,PR,Apartment,28752.0,,0,
0,LA,House/Duplex,9492.0,,0,
0,TX,House/Duplex,150000.0,,0,
1,TX,Apartment,,,0,0.0
0,FL,House/Duplex,30000.0,,0,0.0
0,FL,Apartment,7800.0,,0,
1,TX,House/Duplex,12000.0,,0,0.0
1,PR,House/Duplex,55000.0,,0,
1,PR,House/Duplex,1.0,,0,0.0
0,TX,Mobile Home,48000.0,,0,
0,FL,House/Duplex,46000.0,,0,
1,PR,Apartment,20000.0,,0,
0,FL,Townhouse,106000.0,,0,
0,TX,House/Duplex,49700.0,,0,0.0
0,FL,House/Duplex,14440.0,,0,0.0
0,FL,Apartment,28000.0,,0,
1,TX,House/Duplex,78000.0,,0,0.0
1,PR,House/Duplex,76400.0,3081.94,0,5.0
0,LA,House/Duplex,120000.0,,0,
0,LA,House/Duplex,75000.0,,0,
0,FL,Mobile Home,60000.0,,0,0.0
1,LA,House/Duplex,,,0,
0,FL,House/Duplex,24900.0,,0,
0,TX,Apartment,,,0,
1,PR,House/Duplex,,,0,0.0
0,PR,House/Duplex,,,0,
0,TX,House/Duplex,45000.0,1189.5,0,0.0
0,TX,Mobile Home,18000.0,3523.02,0,0.0
1,TX,Apartment,39000.0,,0,0.0
0,TX,House/Duplex,45000.0,,0,
1,PR,House/Duplex,16300.0,516.01,0,0.0
0,LA,House/Duplex,45000.0,,0,0.0
0,FL,House/Duplex,33000.0,,0,0.0
1,PR,Apartment,3780.0,,0,0.0
0,FL,Apartment,,,0,
0,FL,House/Duplex,,,0,
1,FL,House/Duplex,28000.0,,0,
1,PR,House/Duplex,46800.0,,0,0.0
0,FL,House/Duplex,30000.0,,0,
1,FL,House/Duplex,19000.0,,0,
1,TX,House/Duplex,50000.0,30566.36,0,33.0
0,FL,House/Duplex,75500.0,,0,
0,LA,Apartment,,,0,
0,TX,House/Duplex,,,0,
0,FL,House/Duplex,61000.0,,0,0.0
0,TX,Apartment,14000.0,,0,0.0
1,PR,Other,44000.0,,0,
1,TX,House/Duplex,0.0,,0,1.0
0,LA,House/Duplex,51000.0,,0,
0,TX,House/Duplex,12444.0,3523.02,0,0.0
0,FL,Mobile Home,35000.0,,0,0.0
0,TX,House/Duplex,12636.0,,0,0.0
1,LA,House/Duplex,15000.0,,0,0.0
0,FL,House/Duplex,78000.0,,0,
1,FL,Other,33000.0,,1,0.0
0,FL,House/Duplex,14808.0,,0,0.0
0,FL,Apartment,8760.0,,0,
1,PR,Other,25200.0,,0,
1,FL,House/Duplex,72120.0,,0,0.0
0,FL,House/Duplex,,,0,
0,TX,House/Duplex,9000.0,,0,24.0
0,FL,Apartment,100000.0,,0,
0,LA,House/Duplex,145000.0,,0,
0,LA,House/Duplex,8244.0,,0,
0,TX,House/Duplex,,,0,
1,PR,House/Duplex,15996.0,,0,0.0
0,FL,House/Duplex,130000.0,,0,
1,FL,Apartment,32400.0,,0,0.0
0,LA,House/Duplex,38000.0,,0,0.0
0,FL,House/Duplex,117000.0,,0,
0,LA,House/Duplex,10860.0,,0,0.0
1,PR,House/Duplex,14400.0,,0,0.0
0,FL,Mobile Home,35000.0,,0,0.0
0,LA,House/Duplex,,,0,0.0
1,PR,House/Duplex,25000.0,3710.14,0,0.0
0,FL,House/Duplex,12948.0,,0,
0,LA,House/Duplex,98000.0,,0,
1,PR,House/Duplex,22538.0,,0,0.0
1,PR,House/Duplex,4800.0,2584.53,0,0.0
0,NC,Mobile Home,,,0,0.0
0,LA,House/Duplex,53000.0,,0,0.0
0,LA,House/Duplex,,,0,0.0
0,TX,House/Duplex,40000.0,,0,
1,FL,Mobile Home,27000.0,,0,0.0
0,TX,Other,25000.0,,0,
1,PR,House/Duplex,15600.0,,0,0.0
0,TX,House/Duplex,28000.0,,0,
1,FL,House/Duplex,0.0,,0,0.0
0,LA,House/Duplex,10000.0,,0,
1,PR,Apartment,8000.0,,0,
0,LA,House/Duplex,80000.0,,0,
0,LA,Other,,,0,
1,FL,Apartment,25000.0,,0,
0,TX,House/Duplex,53040.0,,0,
0,TX,House/Duplex,45000.0,,0,0.0
0,TX,Apartment,46000.0,,0,
1,PR,House/Duplex,26876.0,,0,0.0
1,PR,House/Duplex,,,0,0.0
0,TX,House/Duplex,,,0,0.0
1,PR,House/Duplex,19200.0,,0,0.0
1,FL,Apartment,13000.0,,0,0.0
0,FL,Mobile Home,8000.0,,0,18.0
0,FL,House/Duplex,43000.0,,0,
1,PR,House/Duplex,3600.0,8463.25,0,0.0
0,TX,House/Duplex,2500.0,,0,
0,FL,Townhouse,10535.0,,0,0.0
1,FL,House/Duplex,90000.0,,0,
1,FL,House/Duplex,176000.0,,0,
0,FL,House/Duplex,100000.0,,0,0.0
0,TX,House/Duplex,10116.0,,0,0.0
1,FL,House/Duplex,,,0,
1,PR,House/Duplex,12396.0,,0,0.0
0,LA,Apartment,1500.0,,0,
0,TX,Apartment,22380.0,,0,0.0
1,TX,House/Duplex,8796.0,,0,25.0
0,FL,House/Duplex,,,0,0.0
0,LA,House/Duplex,2354.0,,0,
0,NC,House/Duplex,,,0,0.0
0,TX,House/Duplex,60000.0,,0,
0,FL,Apartment,5000.0,,0,0.0
0,FL,House/Duplex,88000.0,,0,
0,FL,House/Duplex,,,0,
1,PR,House/Duplex,16723.0,,0,0.0
0,TX,House/Duplex,,,0,0.0
1,TX,House/Duplex,10608.0,,0,23.0
0,FL,Apartment,34000.0,,0,
1,PR,House/Duplex,71850.0,,0,
0,TX,House/Duplex,50000.0,,0,
1,PR,Other,31392.0,,0,
1,FL,Apartment,13596.0,,0,
1,FL,House/Duplex,,,0,0.0
0,TX,House/Duplex,,,0,0.0
1,PR,House/Duplex,,,0,0.0
1,FL,Apartment,,,0,
1,FL,House/Duplex,15000.0,1000.0,0,0.0
1,TX,House/Duplex,7000.0,,0,
1,PR,Apartment,28000.0,,0,0.0
1,TX,House/Duplex,22145.0,,0,0.0
0,FL,House/Duplex,100000.0,,0,
0,LA,House/Duplex,18636.0,,0,
0,TX,House/Duplex,,,0,
0,FL,House/Duplex,125000.0,,0,
0,TX,House/Duplex,15600.0,,0,
0,FL,Apartment,8820.0,,0,0.0
1,FL,Apartment,27000.0,,0,
0,TX,Apartment,10000.0,,0,
0,FL,Apartment,45000.0,,0,
0,FL,House/Duplex,19200.0,,0,0.0
0,FL,House/Duplex,,,0,
0,FL,House/Duplex,38000.0,,0,
0,FL,House/Duplex,2400.0,,0,0.0
0,FL,Apartment,0.0,,0,
0,FL,House/Duplex,33000.0,,0,0.0
0,LA,Mobile Home,,,0,0.0
0,FL,House/Duplex,69000.0,,0,
1,PR,House/Duplex,15600.0,,0,0.0
0,FL,House/Duplex,23000.0,,0,
0,FL,House/Duplex,80000.0,,0,0.0
1,LA,House/Duplex,30000.0,,0,0.0
0,FL,House/Duplex,42000.0,,0,
1,PR,House/Duplex,21600.0,,0,0.0
1,PR,House/Duplex,6456.0,3941.67,0,0.0
1,PR,Apartment,0.0,450.46,0,2.0
0,TX,House/Duplex,33524.0,,0,0.0
0,LA,Travel Trailer,1.0,,0,0.0
0,FL,House/Duplex,85921.0,,0,
0,FL,House/Duplex,16400.0,,0,0.0
1,TX,Other,,,0,
0,FL,Mobile Home,10000.0,,0,0.0
0,FL,Townhouse,241000.0,,0,
1,TX,Other,,,0,
1,PR,House/Duplex,16200.0,,0,0.0
0,TX,House/Duplex,61838.0,,0,
1,PR,House/Duplex,95000.0,,0,
0,TX,House/Duplex,33000.0,,0,
0,TX,Apartment,99000.0,,0,
0,FL,House/Duplex,45000.0,,0,
1,FL,Mobile Home,20000.0,1000.0,0,0.0
0,LA,Other,,,0,0.0
1,FL,Condo,35000.0,,0,
0,FL,House/Duplex,12000.0,,0,0.0
0,LA,House/Duplex,,,0,0.0
1,PR,Townhouse,0.0,,0,
1,LA,House/Duplex,,,0,0.0
0,TX,House/Duplex,97000.0,,0,
0,NC,House/Duplex,275000.0,,0,
0,FL,House/Duplex,20000.0,,0,0.0
0,FL,House/Duplex,,,0,0.0
0,LA,Mobile Home,20000.0,,0,0.0
0,TX,Other,18200.0,,0,
1,TX,Apartment,,,0,0.0
0,FL,Other,,,0,
1,PR,House/Duplex,3000.0,,0,0.0
1,FL,House/Duplex,118280.0,,0,0.0
1,FL,Mobile Home,0.0,,0,0.0
0,FL,House/Duplex,33280.0,,0,
0,FL,House/Duplex,8400.0,,0,0.0
0,FL,House/Duplex,30119.0,,0,
0,FL,Townhouse,14000.0,,0,
0,FL,Apartment,27000.0,,0,0.0
0,FL,House/Duplex,61500.0,,0,
0,TX,House/Duplex,,,0,2.0
1,FL,Apartment,27000.0,,0,1.0
0,FL,Mobile Home,8400.0,,0,0.0
1,FL,House/Duplex,,,0,
0,LA,House/Duplex,13000.0,,0,
0,TX,House/Duplex,24000.0,,0,
0,FL,House/Duplex,23000.0,,0,
0,TX,Other,29000.0,,0,
0,FL,Apartment,28000.0,,0,0.0
1,TX,House/Duplex,1500.0,12876.39,0,17.0
1,FL,Other,52000.0,,0,
1,PR,House/Duplex,1300.0,1949.58,0,0.0
1,FL,House/Duplex,40000.0,,0,
0,LA,House/Duplex,98000.0,,0,0.0
1,LA,House/Duplex,11397.0,3234.32,0,0.0
0,FL,Condo,17276.0,,0,1.0
0,TX,Apartment,15000.0,,0,0.0
0,TX,Other,27860.0,,0,
1,PR,House/Duplex,1.0,,0,0.0
1,PR,House/Duplex,9252.0,,0,
0,TX,Other,140000.0,,0,
1,PR,House/Duplex,,,0,0.0
0,FL,House/Duplex,85000.0,,0,
1,LA,Apartment,22623.0,,0,0.0
1,TX,House/Duplex,20774.0,,0,0.0
0,FL,Townhouse,60000.0,,0,
0,FL,House/Duplex,35500.0,,0,
1,FL,Apartment,20000.0,,0,
0,TX,Apartment,24000.0,,0,0.0
0,FL,House/Duplex,80000.0,,0,
0,LA,House/Duplex,11526.0,,0,2.0
0,TX,House/Duplex,10000.0,,0,
0,LA,House/Duplex,1500.0,,0,0.0
0,TX,House/Duplex,15600.0,,0,
0,FL,House/Duplex,106836.0,,0,
0,LA,Mobile Home,1608.0,,0,
1,PR,House/Duplex,11184.0,,0,0.0
1,PR,House/Duplex,3000.0,,0,
0,TX,Apartment,8000.0,,0,
0,FL,Apartment,23000.0,,0,
1,FL,Apartment,24700.0,,0,
0,FL,House/Duplex,8820.0,,0,0.0
1,PR,Townhouse,4000.0,,0,0.0
1,PR,Townhouse,72120.0,,0,
0,FL,House/Duplex,37000.0,,0,
0,LA,House/Duplex,167000.0,,0,
1,PR,Townhouse,7000.0,,0,
0,FL,House/Duplex,60000.0,,0,
1,FL,House/Duplex,98600.0,,0,
0,LA,House/Duplex,78000.0,,0,
1,FL,Other,0.0,,0,
0,FL,House/Duplex,17000.0,,0,
0,TX,Mobile Home,30000.0,,0,
0,TX,Apartment,20000.0,,0,
0,LA,House/Duplex,53000.0,,0,
0,LA,House/Duplex,25000.0,,0,0.0
0,LA,House/Duplex,30000.0,,0,
0,TX,House/Duplex,,,0,
0,FL,House/Duplex,150000.0,,0,0.0
0,LA,Apartment,90000.0,,0,
1,PR,House/Duplex,130000.0,,0,0.0
0,FL,House/Duplex,60000.0,,0,1.0
0,FL,House/Duplex,40000.0,,0,
0,FL,House/Duplex,96000.0,,0,
0,NC,House/Duplex,,,0,
1,FL,House/Duplex,,,0,0.0
0,LA,House/Duplex,86151.0,,0,
1,TX,House/Duplex,75000.0,,0,0.0
0,FL,Mobile Home,20000.0,,0,0.0
0,LA,House/Duplex,1500.0,,0,
1,TX,Apartment,,,0,0.0
0,LA,Mobile Home,24000.0,,0,0.0
0,FL,House/Duplex,180000.0,,0,60.0
0,TX,Apartment,35000.0,,0,
1,PR,House/Duplex,1344.0,5861.95,0,0.0
0,TX,House/Duplex,,,0,
0,TX,Apartment,12900.0,,0,
0,TX,House/Duplex,78000.0,10008.93,0,11.0
0,FL,House/Duplex,10700.0,,0,0.0
1,FL,House/Duplex,30000.0,,0,
0,TX,Other,30000.0,,0,
1,FL,Apartment,14500.0,,0,
1,PR,House/Duplex,100.0,11159.02,0,0.0
0,LA,Apartment,,,0,0.0
1,TX,House/Duplex,65000.0,,0,
0,FL,Condo,175000.0,,0,
1,FL,House/Duplex,60000.0,,0,
1,TX,House/Duplex,15600.0,,0,0.0
0,FL,Condo,41000.0,,0,
0,FL,Apartment,11000.0,,0,
0,FL,House/Duplex,0.0,,0,
1,LA,Mobile Home,12000.0,14598.22,0,0.0
0,TX,House/Duplex,42000.0,,0,13.0
1,NC,House/Duplex,33000.0,,0,0.0
0,FL,House/Duplex,20000.0,,0,
0,FL,House/Duplex,19656.0,,0,0.0
0,FL,House/Duplex,24000.0,,0,
1,FL,House/Duplex,17000.0,,0,
0,LA,House/Duplex,29000.0,,0,0.0
0,LA,Apartment,7680.0,,0,
0,FL,Apartment,28000.0,,0,
0,TX,House/Duplex,2000.0,,0,0.0
0,LA,House/Duplex,132000.0,,0,
0,FL,Condo,7332.0,,0,0.0
1,FL,Apartment,28000.0,,0,0.0
1,TX,House/Duplex,,17227.32,0,4.0
0,LA,House/Duplex,20000.0,,0,
1,PR,House/Duplex,15156.0,,0,0.0
0,TX,Mobile Home,60000.0,,0,
0,TX,Apartment,19392.0,,0,
0,LA,House/Duplex,43000.0,,0,
0,LA,Mobile Home,79000.0,,0,
0,TX,Mobile Home,,,0,
0,TX,House/Duplex,22000.0,2235.7,0,2.0
1,FL,Mobile Home,,,0,
0,FL,House/Duplex,15000.0,,0,
0,FL,Apartment,5000.0,,0,0.0
0,FL,Condo,,,0,
1,TX,House/Duplex,0.0,,0,
1,FL,Mobile Home,,,0,0.0
0,LA,House/Duplex,98000.0,,0,0.0
0,LA,Other,26000.0,,0,0.0
1,PR,House/Duplex,12000.0,,0,0.0
0,FL,Mobile Home,35000.0,,0,0.0
0,LA,House/Duplex,14000.0,,0,0.0
0,FL,House/Duplex,145000.0,,0,
1,LA,House/Duplex,20000.0,,0,
0,TX,Travel Trailer,0.0,,0,0.0
1,PR,Other,,,0,
0,TX,House/Duplex,12300.0,3523.02,0,0.0
0,FL,Apartment,23000.0,,0,
0,PR,Townhouse,,,0,
0,FL,House/Duplex,70000.0,,0,
1,PR,House/Duplex,4908.0,,0,1.0
0,FL,House/Duplex,21000.0,,0,
1,PR,Condo,13200.0,,0,0.0
1,PR,Condo,34200.0,,0,0.0
1,TX,Mobile Home,38000.0,1488.67,0,0.0
0,TX,House/Duplex,,,0,0.0
0,TX,Apartment,,,0,0.0
0,LA,Mobile Home,2400.0,,0,0.0
0,FL,House/Duplex,39050.0,,0,
0,FL,House/Duplex,68000.0,,0,
1,PR,House/Duplex,4800.0,,0,0.0
0,LA,Mobile Home,22000.0,,0,
0,TX,Townhouse,1300.0,,0,
0,FL,Apartment,15000.0,,0,0.0
0,LA,House/Duplex,4800.0,,0,
1,PR,House/Duplex,18500.0,,0,
0,TX,House/Duplex,9132.0,,0,0.0
1,FL,House/Duplex,,,0,0.0
1,PR,House/Duplex,60000.0,,0,
1,PR,House/Duplex,,,0,0.0
0,FL,Travel Trailer,6000.0,,0,
0,TX,House/Duplex,30000.0,,0,0.0
0,FL,House/Duplex,14000.0,,0,0.0
0,FL,House/Duplex,,,0,0.0
1,FL,House/Duplex,,,0,
0,LA,Apartment,10000.0,,0,0.0
0,LA,Mobile Home,,,0,
0,TX,Apartment,,,0,
1,TX,Townhouse,35000.0,11579.17,0,43.0
0,TX,Apartment,,,0,
0,FL,House/Duplex,,,0,
0,FL,House/Duplex,58000.0,,0,
1,TX,House/Duplex,40000.0,,0,12.0
1,PR,House/Duplex,21000.0,,0,
1,FL,Apartment,15000.0,,0,
1,FL,Apartment,,,0,
1,TX,Mobile Home,8820.0,,0,0.0
0,LA,House/Duplex,88000.0,,0,
0,TX,Apartment,21024.0,,0,
1,TX,House/Duplex,10000.0,,0,
0,LA,House/Duplex,1740.0,,0,0.0
0,TX,House/Duplex,55000.0,,0,
1,PR,Apartment,15000.0,,0,0.0
0,FL,House/Duplex,40000.0,,0,
0,LA,House/Duplex,101000.0,,0,
0,TX,House/Duplex,13200.0,,0,0.0
0,PR,Condo,10000.0,,0,0.0
1,FL,Apartment,,,0,0.0
1,PR,Apartment,1608.0,,0,
1,FL,Apartment,,,0,
0,FL,House/Duplex,55000.0,,0,0.0
